ID,year,CREATE DATE,ww_NUM,temp_ww,temp_Unit_type_RMA,PROCESS TYPE,RESULT,FAIL CODE,DESCRIPTION,MODEL NUMBER,SERIAL NUMBER,TARGET_YIELD,PASS_YIELD,FAIL,PASS
1768,2024,10/21/2024 17:38,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425094,0.975,1,0,1
1769,2024,10/21/2024 18:11,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425086,0.975,1,0,1
1770,2024,10/21/2024 18:41,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425090,0.975,1,0,1
1771,2024,10/22/2024 8:09,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425091,0.975,1,0,1
1772,2024,10/22/2024 8:53,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425087,0.975,1,0,1
1773,2024,10/22/2024 13:45,55,WW55,RMA,SF1,PASS,,,0567096-010,93023105257,0.975,1,0,1
1774,2024,10/22/2024 14:20,55,WW55,RMA,DV2,FAIL,DCS,"CN1_T1_J18 pin 1,2 10V no out put (T1 Signal tranformer no output)_CN1 magnatic connector L1 no output",0708769-005,93021135214,0.975,0,1,0
1775,2024,10/22/2024 15:19,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425068,0.975,1,0,1
1776,2024,10/22/2024 15:19,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425067,0.975,1,0,1
1777,2024,10/22/2024 15:19,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425066,0.975,1,0,1
1778,2024,10/22/2024 18:48,55,WW55,RMA,DV2,FAIL,ADC,"Unable to power up the unit (varistor at TB1-1, TB1-2 damasge)",0825602-001,93015495011,0.975,0,1,0
1779,2024,10/22/2024 18:55,55,WW55,RMA,SF1,PASS,,,0825602-001,93011520028,0.975,1,0,1
1780,2024,10/22/2024 18:56,55,WW55,RMA,SF2,PASS,,,0825602-001,93011520028,0.975,1,0,1
1781,2024,10/22/2024 20:27,55,WW55,CRG,SF1,PASS,,,0849263-001,93024425076,0.975,1,0,1
1782,2024,10/22/2024 20:39,55,WW55,CRG,SF1,PASS,,,0849263-001,93024425079,0.975,1,0,1
1783,2024,10/22/2024 21:17,55,WW55,CRG,SF1,PASS,,,0849263-001,93024425077,0.975,1,0,1
1784,2024,10/22/2024 21:17,55,WW55,CRG,SF1,PASS,,,0849263-001,93024425078,0.975,1,0,1
1785,2024,10/22/2024 22:12,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425070,0.975,1,0,1
1786,2024,10/22/2024 22:12,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425072,0.975,1,0,1
1787,2024,10/22/2024 22:39,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425069,0.975,1,0,1
1788,2024,10/22/2024 22:39,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425071,0.975,1,0,1
1789,2024,10/23/2024 1:25,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425057,0.975,1,0,1
1790,2024,10/23/2024 1:25,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425074,0.975,1,0,1
1791,2024,10/23/2024 1:25,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425073,0.975,1,0,1
1792,2024,10/23/2024 2:57,55,WW55,CRG,SF1,PASS,,,0849263-001,93024425080,0.975,1,0,1
1793,2024,10/23/2024 2:57,55,WW55,CRG,SF1,PASS,,,0849263-001,93024425081,0.975,1,0,1
1794,2024,10/23/2024 3:03,55,WW55,CRG,SF1,PASS,,,0849263-001,93024425082,0.975,1,0,1
1795,2024,10/23/2024 3:22,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425062,0.975,1,0,1
1796,2024,10/23/2024 3:22,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425056,0.975,1,0,1
1797,2024,10/23/2024 4:17,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425060,0.975,1,0,1
1798,2024,10/23/2024 4:17,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425064,0.975,1,0,1
1799,2024,10/23/2024 8:23,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425061,0.975,1,0,1
1800,2024,10/24/2024 12:50,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425075,0.975,1,0,1
1801,2024,10/24/2024 12:51,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425065,0.975,1,0,1
1802,2024,10/24/2024 12:59,55,WW55,CRG,SF1,FAIL,LED,lp2  door(N) red,0731979-002,93024425059,0.975,0,1,0
1803,2024,10/24/2024 13:23,55,WW55,RMA,SF3,PASS,,,0825602-001,93011520028,0.975,1,0,1
1804,2024,10/24/2024 14:41,55,WW55,CRG,SF1,PASS,,,0849263-001,93024425083,0.975,1,0,1
1805,2024,10/24/2024 14:41,55,WW55,CRG,SF1,PASS,,,0849263-001,93024425085,0.975,1,0,1
1806,2024,10/24/2024 15:27,55,WW55,CRG,SF1,PASS,,,0849263-001,93024425084,0.975,1,0,1
1807,2024,10/24/2024 17:34,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425059,0.975,1,0,1
1808,2024,10/24/2024 17:51,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425059,0.975,1,0,1
1809,2024,10/24/2024 18:09,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425063,0.975,1,0,1
1810,2024,10/24/2024 18:13,55,WW55,RMA,DV2,FAIL,PSU,24 V no output,0844243-000,93018225210,0.975,0,1,0
1811,2024,10/24/2024 18:24,55,WW55,CRG,SF1,PASS,,,0731979-002,93024425058,0.975,1,0,1
1812,2024,10/24/2024 22:06,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425099,0.975,1,0,1
1813,2024,10/24/2024 22:38,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425096,0.975,1,0,1
1814,2024,10/25/2024 0:40,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425095,0.975,1,0,1
1815,2024,10/25/2024 1:36,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425100,0.975,1,0,1
1816,2024,10/25/2024 2:39,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425097,0.975,1,0,1
1817,2024,10/25/2024 3:05,55,WW55,CRG,SF1,PASS,,,0855143-000,93024425098,0.975,1,0,1
1818,2024,10/26/2024 1:02,55,WW55,CRG,SF1,PASS,,,0855143-000,93024435025,0.975,1,0,1
1819,2024,10/26/2024 1:42,55,WW55,CRG,SF1,PASS,,,0855143-000,93024435026,0.975,1,0,1
1820,2024,10/26/2024 2:14,55,WW55,CRG,SF1,PASS,,,0855143-000,93024435027,0.975,1,0,1
1821,2024,10/26/2024 3:02,55,WW55,CRG,SF1,PASS,,,0855143-000,93024435028,0.975,1,0,1
1822,2024,10/28/2024 13:22,56,WW56,RMA,DV2,PASS,,,0333057-002,93022045385,0.975,1,0,1
1823,2024,10/28/2024 14:17,56,WW56,RMA,DV2,FAIL,USB,can not detect   usb hub,0333057-002,93024115079,0.975,0,1,0
1824,2024,10/29/2024 8:38,56,WW56,RMA,DV2,FAIL,PLC_CPU,can not power up,0849264-001,93024255022,0.975,0,1,0
1825,2024,10/29/2024 8:39,56,WW56,RMA,DV2,FAIL,PLC_IO,can not control output,0849264-001,93024255022,0.975,0,1,0
1826,2024,10/29/2024 13:20,56,WW56,RMA,SF1,PASS,,,0825602-001,93013340044,0.975,1,0,1
1827,2024,10/29/2024 13:20,56,WW56,RMA,SF2,PASS,,,0825602-001,93013340044,0.975,1,0,1
1828,2024,10/29/2024 13:57,56,WW56,RMA,SF1,PASS,,,0831827-002,93022515449,0.975,1,0,1
1829,2024,10/29/2024 17:38,56,WW56,RMA,SF3,PASS,,,0825602-001,93013340044,0.975,1,0,1
1830,2024,10/29/2024 17:41,56,WW56,RMA,DV2,FAIL,PLC_CPU,can not power up,0849264-001,93024275088,0.975,0,1,0
1831,2024,10/29/2024 17:41,56,WW56,RMA,DV2,FAIL,PLC_IO,can not control output,0849264-001,93024275088,0.975,0,1,0
1832,2024,10/29/2024 17:52,56,WW56,RMA,DV2,FAIL,ACS,cable at CB7 loose,0849264-001,93024225092,0.975,0,1,0
1833,2024,10/29/2024 17:54,56,WW56,CRG,SF1,PASS,,,0849263-001,93024445001,0.975,1,0,1
1834,2024,10/29/2024 18:03,56,WW56,RMA,DV2,PASS,,,0524934-006,93024245130,0.975,1,0,1
1835,2024,10/30/2024 9:27,56,WW56,CRG,SF1,PASS,,,0849263-001,93024445007,0.975,1,0,1
1836,2024,10/30/2024 9:27,56,WW56,CRG,SF1,PASS,,,0849263-001,93024445005,0.975,1,0,1
1837,2024,10/30/2024 10:00,56,WW56,CRG,SF1,PASS,,,0849263-001,93024445004,0.975,1,0,1
1838,2024,10/30/2024 10:01,56,WW56,CRG,SF1,PASS,,,0849263-001,93024445000,0.975,1,0,1
1839,2024,10/30/2024 10:06,56,WW56,RMA,DV2,FAIL,Relay,Contact not function,0849264-001,93022515087,0.975,0,1,0
1840,2024,10/30/2024 10:33,56,WW56,CRG,SF1,PASS,,,0849263-001,93024445002,0.975,1,0,1
1841,2024,10/30/2024 10:33,56,WW56,CRG,SF1,PASS,,,0849263-001,93024445003,0.975,1,0,1
1842,2024,10/30/2024 14:29,56,WW56,CRG,SF1,PASS,,,0731979-002,93020315149,0.975,1,0,1
1843,2024,10/30/2024 14:30,56,WW56,RMA,DV2,FAIL,WR_ASS,wrong assembly D1@k7,0696003-000,93023505039,0.975,0,1,0
1844,2024,10/30/2024 14:32,56,WW56,CRG,SF1,PASS,,,0831827-002,93022465562,0.975,1,0,1
1845,2024,10/30/2024 14:33,56,WW56,CRG,SF1,PASS,,,0831827-002,93022506499,0.975,1,0,1
1846,2024,10/30/2024 14:34,56,WW56,CRG,SF1,PASS,,,0831827-002,93022506502,0.975,1,0,1
1847,2024,10/30/2024 17:17,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445028,0.975,1,0,1
1848,2024,10/30/2024 17:17,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445029,0.975,1,0,1
1849,2024,10/30/2024 17:17,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445039,0.975,1,0,1
1850,2024,10/30/2024 17:17,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445035,0.975,1,0,1
1851,2024,10/30/2024 17:17,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445034,0.975,1,0,1
1852,2024,10/30/2024 17:17,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445036,0.975,1,0,1
1853,2024,10/30/2024 17:53,56,WW56,CRG,SF1,PASS,,,0849263-001,93024445009,0.975,1,0,1
1854,2024,10/30/2024 18:31,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435073,0.975,1,0,1
1855,2024,10/30/2024 18:31,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435075,0.975,1,0,1
1856,2024,10/30/2024 18:31,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435079,0.975,1,0,1
1857,2024,10/30/2024 18:43,56,WW56,CRG,SF1,PASS,,,0849263-001,93024445008,0.975,1,0,1
1858,2024,10/30/2024 18:43,56,WW56,CRG,SF1,PASS,,,0849263-001,93024445006,0.975,1,0,1
1859,2024,10/30/2024 18:50,56,WW56,CRG,SF1,FAIL,LED,error led red not lit,0326594-005,93024445038,0.975,0,1,0
1860,2024,10/31/2024 8:02,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445040,0.975,1,0,1
1861,2024,10/31/2024 8:09,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445027,0.975,1,0,1
1862,2024,10/31/2024 8:17,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445042,0.975,1,0,1
1863,2024,10/31/2024 8:33,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435074,0.975,1,0,1
1864,2024,10/31/2024 8:40,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445038,0.975,1,0,1
1865,2024,10/31/2024 8:41,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445038,0.975,1,0,1
1866,2024,10/31/2024 9:16,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445041,0.975,1,0,1
1867,2024,10/31/2024 9:38,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445037,0.975,1,0,1
1868,2024,10/31/2024 10:03,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445026,0.975,1,0,1
1869,2024,10/31/2024 10:24,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435080,0.975,1,0,1
1870,2024,10/31/2024 10:25,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435077,0.975,1,0,1
1871,2024,10/31/2024 10:25,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435078,0.975,1,0,1
1872,2024,10/31/2024 10:32,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445033,0.975,1,0,1
1873,2024,10/31/2024 10:41,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445045,0.975,1,0,1
1874,2024,10/31/2024 10:51,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445043,0.975,1,0,1
1875,2024,10/31/2024 11:09,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445030,0.975,1,0,1
1876,2024,10/31/2024 12:53,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445031,0.975,1,0,1
1877,2024,10/31/2024 13:14,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445032,0.975,1,0,1
1878,2024,10/31/2024 13:23,56,WW56,CRG,SF1,PASS,,,0326594-005,93024445044,0.975,1,0,1
1879,2024,10/31/2024 13:50,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435081,0.975,1,0,1
1880,2024,10/31/2024 13:50,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435083,0.975,1,0,1
1881,2024,10/31/2024 13:50,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435084,0.975,1,0,1
1882,2024,10/31/2024 13:50,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435087,0.975,1,0,1
1883,2024,10/31/2024 15:41,56,WW56,RMA,SF1,PASS,,,0825602-000,93022385218,0.975,1,0,1
1884,2024,10/31/2024 15:42,56,WW56,RMA,SF2,PASS,,,0825602-000,93022385218,0.975,1,0,1
1885,2024,10/31/2024 18:02,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435085,0.975,1,0,1
1886,2024,10/31/2024 18:02,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435082,0.975,1,0,1
1887,2024,10/31/2024 18:02,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435076,0.975,1,0,1
1888,2024,10/31/2024 18:02,56,WW56,CRG,SF1,PASS,,,0731979-002,93024435086,0.975,1,0,1
1889,2024,10/31/2024 18:41,56,WW56,CRG,SF1,PASS,,,0831827-002,93024435090,0.975,1,0,1
1890,2024,10/31/2024 18:41,56,WW56,CRG,SF1,PASS,,,0831827-002,93024435099,0.975,1,0,1
1891,2024,11/1/2024 7:42,56,WW56,CRG,SF1,PASS,,,0831827-002,93024435092,0.975,1,0,1
1892,2024,11/1/2024 7:42,56,WW56,CRG,SF1,PASS,,,0831827-002,93024435091,0.975,1,0,1
1893,2024,11/1/2024 9:03,56,WW56,RMA,DV2,FAIL,PLC_CPU,can not power up,0849264-001,93024255012,0.975,0,1,0
1894,2024,11/1/2024 9:04,56,WW56,RMA,DV2,FAIL,PLC_IO,can not control output,0849264-001,93024255012,0.975,0,1,0
1895,2024,11/1/2024 9:52,56,WW56,CRG,SF1,PASS,,,0831827-002,93024435089,0.975,1,0,1
1896,2024,11/1/2024 9:52,56,WW56,CRG,SF1,PASS,,,0831827-002,93024435101,0.975,1,0,1
1897,2024,11/1/2024 9:57,56,WW56,CRG,SF1,PASS,,,0831827-002,93024435103,0.975,1,0,1
1898,2024,11/1/2024 10:02,56,WW56,CRG,SF1,PASS,,,0844243-000,93014020141,0.975,1,0,1
1899,2024,11/1/2024 10:51,56,WW56,CRG,SF1,PASS,,,0985417-000,93024445010,0.975,1,0,1
1900,2024,11/1/2024 11:14,56,WW56,CRG,SF1,PASS,,,0985417-000,93024445016,0.975,1,0,1
1901,2024,11/1/2024 13:35,56,WW56,CRG,SF1,PASS,,,0985417-000,93024445013,0.975,1,0,1
1902,2024,11/1/2024 14:03,56,WW56,CRG,SF1,PASS,,,0985417-000,93024445012,0.975,1,0,1
1903,2024,11/1/2024 17:25,56,WW56,CRG,SF1,PASS,,,0985417-000,93024445011,0.975,1,0,1
1904,2024,11/1/2024 18:18,56,WW56,CRG,SF1,PASS,,,0985417-000,93024445017,0.975,1,0,1
1905,2024,11/1/2024 18:31,56,WW56,CRG,SF1,PASS,,,0985417-000,93024445015,0.975,1,0,1
1906,2024,11/4/2024 8:12,57,WW57,CRG,SF1,FAIL,WR_ASS,cable wire wrong assambly,0985417-000,93024445014,0.975,0,1,0
1907,2024,11/4/2024 9:37,57,WW57,CRG,SF1,PASS,,,0985417-000,93024445014,0.975,1,0,1
1908,2024,11/4/2024 9:44,57,WW57,CRG,SF1,PASS,,,0985417-000,93024445014,0.975,1,0,1
1909,2024,11/4/2024 10:20,57,WW57,RMA,DV2,FAIL,Cable,cable k7-3 burned,0524934-006,93024245136,0.975,0,1,0
1910,2024,11/4/2024 10:26,57,WW57,RMA,DV2,PASS,,,0524934-006,93024275013,0.975,1,0,1
1911,2024,11/4/2024 14:57,57,WW57,RMA,DV2,PASS,,,0331069-019,93024255011,0.975,1,0,1
1912,2024,11/4/2024 15:01,57,WW57,RMA,DV2,PASS,,,0331069-019,93024305001,0.975,1,0,1
1913,2024,11/4/2024 17:24,57,WW57,RMA,SF1,PASS,,,0825602-001,93011270058,0.975,1,0,1
1914,2024,11/4/2024 17:24,57,WW57,RMA,SF2,PASS,,,0825602-001,93011270058,0.975,1,0,1
1915,2024,11/4/2024 18:29,57,WW57,CRG,SF1,PASS,,,0855143-000,93024435115,0.975,1,0,1
1916,2024,11/4/2024 19:00,57,WW57,CRG,SF1,PASS,,,0855143-000,93024435120,0.975,1,0,1
1917,2024,11/5/2024 8:11,57,WW57,CRG,SF1,FAIL,WR_ASS,Mounting clip not in Din rail,0855143-000,93024435113,0.975,0,1,0
1918,2024,11/5/2024 8:25,57,WW57,CRG,SF1,FAIL,PSU,PSU no 5vdc,0855143-000,93024435113,0.975,0,1,0
1919,2024,11/5/2024 9:48,57,WW57,CRG,SF1,PASS,,,0855143-000,93024435114,0.975,1,0,1
1920,2024,11/5/2024 10:28,57,WW57,CRG,SF1,PASS,,,0855143-000,93024435113,0.975,1,0,1
1921,2024,11/5/2024 10:46,57,WW57,CRG,SF1,PASS,,,0855143-000,93024435113,0.975,1,0,1
1922,2024,11/5/2024 10:57,57,WW57,CRG,SF1,PASS,,,0855143-000,93024435113,0.975,1,0,1
1923,2024,11/5/2024 13:23,57,WW57,CRG,SF1,PASS,,,0855143-000,93024435116,0.975,1,0,1
1924,2024,11/5/2024 13:57,57,WW57,RMA,SF1,PASS,,,0844243-000,93021366220,0.975,1,0,1
1925,2024,11/5/2024 14:40,57,WW57,CRG,SF1,PASS,,,0855143-000,93024435117,0.975,1,0,1
1926,2024,11/5/2024 17:29,57,WW57,RMA,SF3,PASS,,,0825602-001,93011270058,0.975,1,0,1
1927,2024,11/5/2024 17:29,57,WW57,RMA,SF3,PASS,,,0825602-000,93022385218,0.975,1,0,1
1928,2024,11/6/2024 10:29,57,WW57,RMA,DV2,FAIL,PSU,No 24vdc,0844243-000,93013260247,0.975,0,1,0
1929,2024,11/6/2024 10:30,57,WW57,RMA,DV2,FAIL,LED,Power Box LED Dim,0844243-000,93013260247,0.975,0,1,0
1930,2024,11/6/2024 10:30,57,WW57,RMA,DV2,FAIL,SW,Switch transporter can not toggle,0844243-000,93013260247,0.975,0,1,0
1931,2024,11/6/2024 10:44,57,WW57,RMA,DV2,FAIL,LED,Interlock LED dim,0326594-005,93014110208,0.975,0,1,0
1932,2024,11/6/2024 10:49,57,WW57,RMA,DV2,FAIL,SW,Switch transporter bad,0844243-000,93022335020,0.975,0,1,0
1933,2024,11/6/2024 13:35,57,WW57,RMA,DV2,FAIL,2LED1,PowerBox -  2LED1 not lit,0825602-000,93021335553,0.975,0,1,0
1934,2024,11/6/2024 13:35,57,WW57,RMA,DV2,FAIL,LED,PowerBox - LED dim,0825602-000,93021335553,0.975,0,1,0
1935,2024,11/6/2024 13:36,57,WW57,RMA,DV2,FAIL,LED,Interlock -   LED dim,0825602-000,93021335553,0.975,0,1,0
1936,2024,11/6/2024 13:46,57,WW57,CRG,SF1,PASS,,,0855143-000,93024435119,0.975,1,0,1
1937,2024,11/6/2024 15:06,57,WW57,CRG,SF1,PASS,,,0831827-002,93024435095,0.975,1,0,1
1938,2024,11/6/2024 15:06,57,WW57,CRG,SF1,PASS,,,0831827-002,93024435093,0.975,1,0,1
1939,2024,11/6/2024 15:07,57,WW57,CRG,SF1,PASS,,,0831827-002,93024435094,0.975,1,0,1
1940,2024,11/6/2024 15:07,57,WW57,CRG,SF1,PASS,,,0831827-002,93024435088,0.975,1,0,1
1941,2024,11/6/2024 17:53,57,WW57,CRG,SF1,PASS,,,0831827-002,93024435102,0.975,1,0,1
1942,2024,11/6/2024 17:53,57,WW57,CRG,SF1,PASS,,,0831827-002,93024435098,0.975,1,0,1
1943,2024,11/6/2024 17:54,57,WW57,CRG,SF1,PASS,,,0831827-002,93024435097,0.975,1,0,1
1944,2024,11/6/2024 17:54,57,WW57,CRG,SF1,PASS,,,0831827-002,93024435096,0.975,1,0,1
1945,2024,11/6/2024 18:40,57,WW57,CRG,SF1,PASS,,,0855143-000,93024435118,0.975,1,0,1
1948,2024,11/7/2024 14:03,57,WW57,RMA,SF1,PASS,,,0696003-000,93023485010,0.975,1,0,1
1949,2024,11/7/2024 17:45,57,WW57,RMA,SF1,PASS,,,0831827-002,93024055102,0.975,1,0,1
1950,2024,11/7/2024 18:05,57,WW57,RMA,SF1,PASS,,,0831827-002,93022075262,0.975,1,0,1
1951,2024,11/8/2024 9:26,57,WW57,RMA,DV2,FAIL,PSU,No dc output,0825602-001,93011320069,0.975,0,1,0
1952,2024,11/8/2024 9:27,57,WW57,RMA,DV2,FAIL,LED,PowerBox - LED dim,0825602-001,93011320069,0.975,0,1,0
1953,2024,11/8/2024 9:27,57,WW57,RMA,DV2,FAIL,2LED1,2LED1 not lit,0825602-001,93011320069,0.975,0,1,0
1954,2024,11/8/2024 9:28,57,WW57,RMA,DV2,FAIL,LED,Interlock -   INTLK LED : LED  dim,0825602-001,93011320069,0.975,0,1,0
1955,2024,11/8/2024 15:51,57,WW57,RMA,SF1,PASS,,,0825602-001,93015435041,0.975,1,0,1
1956,2024,11/8/2024 15:51,57,WW57,RMA,SF2,PASS,,,0825602-001,93015435041,0.975,1,0,1
1958,2024,11/9/2024 8:01,57,WW57,RMA,SF1,PASS,,,0825602-001,93012050180,0.975,1,0,1
1959,2024,11/9/2024 8:01,57,WW57,RMA,SF2,PASS,,,0825602-001,93012050180,0.975,1,0,1
1960,2024,11/9/2024 9:19,57,WW57,RMA,SF1,PASS,,,0825602-001,93012360070,0.975,1,0,1
1961,2024,11/9/2024 9:20,57,WW57,RMA,SF2,PASS,,,0825602-001,93012360070,0.975,1,0,1
1962,2024,11/9/2024 10:19,57,WW57,RMA,SF3,PASS,,,0825602-001,93015435041,0.975,1,0,1
1963,2024,11/9/2024 14:21,57,WW57,RMA,SF3,PASS,,,0825602-001,93012050180,0.975,1,0,1
1964,2024,11/9/2024 14:22,57,WW57,RMA,SF3,PASS,,,0825602-001,93012360070,0.975,1,0,1
1965,2024,11/9/2024 18:08,57,WW57,CRG,SF1,PASS,,,0849263-001,93024445090,0.975,1,0,1
1966,2024,11/9/2024 18:08,57,WW57,CRG,SF1,PASS,,,0849263-001,93024445089,0.975,1,0,1
1967,2024,11/9/2024 18:10,57,WW57,CRG,SF1,PASS,,,0849263-001,93024445094,0.975,1,0,1
1968,2024,11/9/2024 18:24,57,WW57,CRG,SF1,PASS,,,0849263-001,93024445091,0.975,1,0,1
1969,2024,11/9/2024 18:24,57,WW57,CRG,SF1,PASS,,,0849263-001,93024445097,0.975,1,0,1
1970,2024,11/11/2024 9:17,58,WW58,CRG,SF1,PASS,,,0849263-001,93024445092,0.975,1,0,1
1971,2024,11/11/2024 9:18,58,WW58,CRG,SF1,PASS,,,0849263-001,93024445093,0.975,1,0,1
1972,2024,11/11/2024 9:29,58,WW58,CRG,SF1,PASS,,,0849263-001,93024445098,0.975,1,0,1
1973,2024,11/11/2024 10:36,58,WW58,RMA,DV2,FAIL,2LED1,PowerBox -  2LED1 not lit,0825602-001,93012130037,0.975,0,1,0
1974,2024,11/11/2024 10:36,58,WW58,RMA,DV2,FAIL,LED,PowerBox - LED dim,0825602-001,93012130037,0.975,0,1,0
1975,2024,11/11/2024 10:37,58,WW58,RMA,DV2,FAIL,LED,Interlock -   INTLK LED : LED  dim,0825602-001,93012130037,0.975,0,1,0
1976,2024,11/11/2024 17:39,58,WW58,CRG,SF1,PASS,,,0831827-002,93024435100,0.975,1,0,1
1977,2024,11/11/2024 17:39,58,WW58,CRG,SF1,PASS,,,0831827-002,93024435104,0.975,1,0,1
1979,2024,11/11/2024 17:46,58,WW58,CRG,SF1,PASS,,,0849263-001,93024445095,0.975,1,0,1
1980,2024,11/12/2024 8:18,58,WW58,CRG,SF1,PASS,,,0831827-002,93022515443,0.975,1,0,1
1981,2024,11/12/2024 8:59,58,WW58,CRG,SF1,PASS,,,0831827-002,93019455053,0.975,1,0,1
1982,2024,11/12/2024 13:50,58,WW58,RMA,DV2,FAIL,PSU,No DC output,0825602-001,93023115032,0.975,0,1,0
1983,2024,11/12/2024 13:50,58,WW58,CRG,SF1,PASS,,,0855143-000,93024445052,0.975,1,0,1
1984,2024,11/12/2024 13:54,58,WW58,CRG,SF1,PASS,,,0855143-000,93024445049,0.975,1,0,1
1985,2024,11/12/2024 14:10,58,WW58,CRG,SF1,PASS,,,0855143-000,93024445051,0.975,1,0,1
1986,2024,11/12/2024 14:24,58,WW58,CRG,SF1,PASS,,,0855143-000,93024445048,0.975,1,0,1
1987,2024,11/12/2024 14:56,58,WW58,CRG,SF1,PASS,,,0855143-000,93024445046,0.975,1,0,1
1988,2024,11/12/2024 15:38,58,WW58,RMA,DV2,PASS,,,0825602-001,93022175086,0.975,1,0,1
1989,2024,11/12/2024 15:54,58,WW58,CRG,SF1,PASS,,,0855143-000,93024445047,0.975,1,0,1
1990,2024,11/12/2024 17:18,58,WW58,CRG,SF1,PASS,,,0855143-000,93024445053,0.975,1,0,1
1991,2024,11/12/2024 17:23,58,WW58,CRG,SF1,PASS,,,0985417-000,93024445100,0.975,1,0,1
1992,2024,11/12/2024 17:28,58,WW58,CRG,SF1,PASS,,,0985417-000,93024445106,0.975,1,0,1
1993,2024,11/12/2024 17:28,58,WW58,CRG,SF1,PASS,,,0985417-000,93024445102,0.975,1,0,1
1994,2024,11/12/2024 17:39,58,WW58,RMA,SF1,PASS,,,0825602-001,93015495011,0.975,1,0,1
1996,2024,11/12/2024 17:40,58,WW58,CRG,SF1,PASS,,,0985417-000,93024445105,0.975,1,0,1
1997,2024,11/12/2024 17:42,58,WW58,RMA,SF2,PASS,,,0825602-001,93015495011,0.975,1,0,1
1998,2024,11/12/2024 17:58,58,WW58,CRG,SF1,PASS,,,0849263-001,93024445096,0.975,1,0,1
1999,2024,11/12/2024 18:12,58,WW58,CRG,SF1,PASS,,,0855143-000,93024445050,0.975,1,0,1
2000,2024,11/12/2024 18:17,58,WW58,CRG,SF1,PASS,,,0985417-000,93024445101,0.975,1,0,1
2002,2024,11/12/2024 18:25,58,WW58,CRG,SF1,PASS,,,0985417-000,93024445104,0.975,1,0,1
2003,2024,11/12/2024 18:35,58,WW58,CRG,SF1,PASS,,,0985417-000,93024445099,0.975,1,0,1
