ID,SERIAL NUMBER,MODEL NUMBER,WORK ORDER,FAIL CODE,DESCRIPTION,ROOT COUSE,SOLUTION,PROCESS TYPE,UNIT LOCATION,DEBUG BY,CREATE DATE,RESULT,CURRENT STATUS,CREATE BY,temp_running,temp_sn_1st_RMA,temp_Unit_type_RMA,temp_sn_by_source,month,year,h_month,temp_ww,temp_ww_num,TARGET_YIELD,PASS,FAIL
1579,93024405046,0831827-002,19807747,,,,,SF1,WIP,,10/7/2024 17:48,PASS,WIP,291263,,,CRG,93024405046-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1580,93024405051,0831827-002,19807747,,,,,SF1,WIP,,10/7/2024 17:48,PASS,WIP,291263,,,CRG,93024405051-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1581,93024405055,0831827-002,19807747,,,,,SF1,WIP,,10/7/2024 17:48,PASS,WIP,291263,,,CRG,93024405055-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1582,93024405044,0831827-002,19807747,,,,,SF1,WIP,,10/7/2024 17:48,PASS,WIP,291263,,,CRG,93024405044-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1583,93024405048,0831827-002,19807747,,,,,SF1,WIP,,10/7/2024 17:59,PASS,WIP,291263,,,CRG,93024405048-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1584,93024405045,0831827-002,19807747,,,,,SF1,WIP,,10/7/2024 17:59,PASS,WIP,291263,,,CRG,93024405045-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1585,93024405050,0831827-002,19807747,,,,,SF1,WIP,,10/7/2024 17:59,PASS,WIP,291263,,,CRG,93024405050-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1586,93024405052,0831827-002,19807747,,,,,SF1,WIP,,10/7/2024 17:59,PASS,WIP,291263,,,CRG,93024405052-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1587,93023355005,0567096-010,19597918,LED,LED CB12 not lit,,,DV2,WIP,,10/7/2024 18:28,FAIL,REVIEW,291263,,93023355005,RMA,93023355005-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW53,53,0.975,0,1
1588,93021445096,0708769-005,19598038,LED,LED not lit,,,DV2,WIP,,10/8/2024 7:55,FAIL,REVIEW,291263,,93021445096,RMA,93021445096-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW53,53,0.975,0,1
1589,93024405104,0326594-005,19817448,,,,,SF1,WIP,,10/8/2024 10:25,PASS,WIP,291263,,,CRG,93024405104-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1590,93024405100,0326594-005,19817448,,,,,SF1,WIP,,10/8/2024 10:33,PASS,WIP,291263,,,CRG,93024405100-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1591,93024405096,0326594-005,19817448,,,,,SF1,WIP,,10/8/2024 10:46,PASS,WIP,291263,,,CRG,93024405096-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1592,93024405095,0326594-005,19817448,,,,,SF1,WIP,,10/8/2024 11:03,PASS,WIP,291263,,,CRG,93024405095-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1593,93024405097,0326594-005,19817448,,,,,SF1,WIP,,10/8/2024 11:16,PASS,WIP,291263,,,CRG,93024405097-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1594,93024405099,0326594-005,19817448,,,,,SF1,WIP,,10/8/2024 11:24,PASS,WIP,291263,,,CRG,93024405099-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1595,93024405102,0326594-005,19817448,,,,,SF1,WIP,,10/8/2024 12:40,PASS,WIP,291263,,,CRG,93024405102-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1596,93024405098,0326594-005,19817448,,,,,SF1,WIP,,10/8/2024 12:46,PASS,WIP,291263,,,CRG,93024405098-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1597,93024405103,0326594-005,19817448,,,,,SF1,WIP,,10/8/2024 13:02,PASS,WIP,291263,,,CRG,93024405103-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1599,93024405071,0689319-002,19720971,,,,,SF1,WIP,,10/8/2024 14:03,PASS,WIP,291263,,,CRG,93024405071-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1600,93024405069,0689319-002,19720971,,,,,SF1,WIP,,10/8/2024 14:17,PASS,WIP,291263,,,CRG,93024405069-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1601,93024405068,0689319-002,19720971,,,,,SF1,WIP,,10/8/2024 14:32,PASS,WIP,291263,,,CRG,93024405068-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1602,93024405067,0689319-002,19720971,,,,,SF1,WIP,,10/8/2024 14:41,PASS,WIP,291263,,,CRG,93024405067-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1603,93024405066,0689319-002,19720971,,,,,SF1,WIP,,10/8/2024 14:47,PASS,WIP,291263,,,CRG,93024405066-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1604,93024405065,0689319-002,19720971,,,,,SF1,WIP,,10/8/2024 14:55,PASS,WIP,291263,,,CRG,93024405065-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1605,93024405072,0689319-002,19720971,,,,,SF1,WIP,,10/8/2024 15:15,PASS,WIP,291263,,,CRG,93024405072-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1606,93024405070,0689319-002,19720971,,,,,SF1,WIP,,10/8/2024 15:28,PASS,WIP,291263,,,CRG,93024405070-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1607,93024405074,0689319-002,19720971,,,,,SF1,WIP,,10/8/2024 15:39,PASS,WIP,291263,,,CRG,93024405074-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1608,93024405073,0689319-002,19720971,,,,,SF1,WIP,,10/8/2024 15:47,PASS,WIP,291263,,,CRG,93024405073-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1609,93024405101,0326594-005,19817448,,,,,SF1,WIP,,10/8/2024 18:07,PASS,WIP,291263,,,CRG,93024405101-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1610,93024405088,0594367-004,19720965,,,,,SF1,WIP,,10/9/2024 8:48,PASS,WIP,291263,,,CRG,93024405088-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1611,93024405086,0594367-004,19720965,,,,,SF1,WIP,,10/9/2024 9:28,PASS,WIP,291263,,,CRG,93024405086-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1612,93024405075,0594367-004,19817479,,,,,SF1,WIP,,10/9/2024 9:28,PASS,WIP,291263,,,CRG,93024405075-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1613,93024405092,0594367-004,19720965,,,,,SF1,WIP,,10/9/2024 9:47,PASS,WIP,291263,,,CRG,93024405092-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1614,93024405094,0594367-004,19720965,,,,,SF1,WIP,,10/9/2024 10:11,PASS,WIP,291263,,,CRG,93024405094-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1615,93024405076,0594367-004,19817479,,,,,SF1,WIP,,10/9/2024 10:18,PASS,WIP,291263,,,CRG,93024405076-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1616,93024405077,0594367-004,19817479,,,,,SF1,WIP,,10/9/2024 10:48,PASS,WIP,291263,,,CRG,93024405077-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1617,93024405093,0594367-004,19720965,,,,,SF1,WIP,,10/9/2024 13:36,PASS,WIP,291263,,,CRG,93024405093-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1618,93024405090,0594367-004,19720965,,,,,SF1,WIP,,10/9/2024 13:36,PASS,WIP,291263,,,CRG,93024405090-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1619,93024405078,0594367-004,19817479,,,,,SF1,WIP,,10/9/2024 13:36,PASS,WIP,291263,,,CRG,93024405078-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1620,93024405091,0594367-004,19720965,,,,,SF1,WIP,,10/9/2024 13:57,PASS,WIP,291263,,,CRG,93024405091-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1621,93024405063,0985417-000,19817456,,,,,SF1,WIP,,10/9/2024 14:47,PASS,WIP,291263,,,CRG,93024405063-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1622,93024405087,0594367-004,19720965,,,,,SF1,WIP,,10/9/2024 14:47,PASS,WIP,291263,,,CRG,93024405087-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1623,93024405085,0594367-004,19720965,,,,,SF1,WIP,,10/9/2024 15:12,PASS,WIP,291263,,,CRG,93024405085-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1624,93024405060,0985417-000,19817456,,,,,SF1,WIP,,10/9/2024 15:21,PASS,WIP,291263,,,CRG,93024405060-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1625,93024405059,0985417-000,19817456,,,,,SF1,WIP,,10/9/2024 17:24,PASS,WIP,291263,,,CRG,93024405059-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1626,93024405089,0594367-004,19720965,,,,,SF1,WIP,,10/9/2024 17:28,PASS,WIP,291263,,,CRG,93024405089-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1627,93024405064,0985417-000,19817456,,,,,QA4,WIP,,10/9/2024 17:41,PASS,WIP,291263,,,CRG,93024405064-QA4-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1628,93024405064,0985417-000,19817456,,,,,SF1,WIP,,10/9/2024 17:43,PASS,WIP,291263,,,CRG,93024405064-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1629,93024405062,0985417-000,19817456,,,,,SF1,WIP,,10/9/2024 18:00,PASS,WIP,291263,,,CRG,93024405062-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1630,93024405058,0985417-000,19817456,,,,,SF1,WIP,,10/9/2024 18:16,PASS,WIP,291263,,,CRG,93024405058-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1631,93024405081,0594367-004,19817479,,,,,SF1,WIP,,10/10/2024 9:01,PASS,WIP,291263,,,CRG,93024405081-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1632,93024405057,0985417-000,19817456,,,,,SF1,WIP,,10/10/2024 9:21,PASS,WIP,291263,,,CRG,93024405057-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1633,93024405061,0985417-000,19817456,,,,,SF1,WIP,,10/10/2024 9:50,PASS,WIP,291263,,,CRG,93024405061-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1634,93024405084,0594367-004,19817479,,,,,SF1,WIP,,10/10/2024 9:50,PASS,WIP,291263,,,CRG,93024405084-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1635,93017025441,0844243-000,19736956,LED,PHX 3.0  DC Led dim,,,DV2,WIP,,10/10/2024 10:44,FAIL,REVIEW,291263,,93017025441,RMA,93017025441-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW53,53,0.975,0,1
1636,93024405082,0594367-004,19817479,,,,,SF1,WIP,,10/10/2024 12:42,PASS,WIP,291263,,,CRG,93024405082-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1637,93024405083,0594367-004,19817479,,,,,SF1,WIP,,10/10/2024 12:44,PASS,WIP,291263,,,CRG,93024405083-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1638,93024405080,0594367-004,19817479,,,,,SF1,WIP,,10/10/2024 14:02,PASS,WIP,291263,,,CRG,93024405080-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1639,93024405079,0594367-004,19817479,,,,,SF1,WIP,,10/10/2024 14:03,PASS,WIP,291263,,,CRG,93024405079-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1640,93018085297,0844243-000,19734031,SWITCH,SW transporter not working,,,DV2,WIP,,10/10/2024 14:51,FAIL,REVIEW,291263,,93018085297,RMA,93018085297-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW53,53,0.975,0,1
1641,93012050180,0825602-001,19543540,PSU,Power supply no output,,,DV2,WIP,,10/10/2024 15:43,FAIL,REVIEW,291263,,93012050180,RMA,93012050180-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW53,53,0.975,0,1
1642,93024415064,0326594-005,19850011,,,,,SF1,WIP,,10/10/2024 15:45,PASS,WIP,291263,,,CRG,93024415064-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1643,93024415062,0326594-005,19850011,,,,,SF1,WIP,,10/10/2024 15:55,PASS,WIP,291263,,,CRG,93024415062-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1644,93024415065,0326594-005,19850011,,,,,SF1,WIP,,10/10/2024 17:07,PASS,WIP,291263,,,CRG,93024415065-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1645,93024415066,0326594-005,19850011,,,,,SF1,WIP,,10/10/2024 17:17,PASS,WIP,291263,,,CRG,93024415066-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1646,93024415063,0326594-005,19850011,,,,,SF1,WIP,,10/10/2024 17:24,PASS,WIP,291263,,,CRG,93024415063-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1647,93024415061,0326594-005,19850011,,,,,SF1,WIP,,10/10/2024 17:29,PASS,WIP,291263,,,CRG,93024415061-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1648,93024415060,0326594-005,19850011,,,,,SF1,WIP,,10/10/2024 17:35,PASS,WIP,291263,,,CRG,93024415060-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1649,93024415059,0326594-005,19850011,,,,,SF1,WIP,,10/10/2024 17:42,PASS,WIP,291263,,,CRG,93024415059-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1650,93024055102,0831827-002,19780430,,,,,DV2,WIP,,10/10/2024 18:19,PASS,WIP,291263,,93024055102,RMA,93024055102-DV2-RMA-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1651,93024415095,0985417-000,19850350,,,,,SF1,WIP,,10/11/2024 9:56,PASS,WIP,277703,,,CRG,93024415095-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1652,93024415093,0985417-000,19850350,,,,,SF1,WIP,,10/11/2024 10:50,PASS,WIP,277703,,,CRG,93024415093-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1653,93024415092,0985417-000,19850350,,,,,SF1,WIP,,10/11/2024 13:31,PASS,WIP,277703,,,CRG,93024415092-SF1-CRG-PASS,Oct,2024,Oct-2024,WW53,53,0.975,1,0
1654,93024395051,0855143-000,19779574,,,,,SF1,WIP,,10/15/2024 10:27,PASS,WIP,291263,,,CRG,93024395051-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1655,93024395047,0855143-000,19779574,,,,,SF1,WIP,,10/15/2024 15:01,PASS,WIP,277703,,,CRG,93024395047-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1656,93022465962,0825602-001,19543481,,,,,SF1,WIP,,10/15/2024 18:05,PASS,WIP,277703,,,RMA,93022465962-SF1-RMA-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1657,93022465962,0825602-001,19543481,,,,,SF2,WIP,,10/15/2024 18:05,PASS,WIP,277703,,,RMA,93022465962-SF2-RMA-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1658,93024395053,0855143-000,19779574,,,,,SF1,WIP,,10/16/2024 8:48,PASS,WIP,291263,,,CRG,93024395053-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1659,93016175022,0825602-001,19528240,,,,,SF1,WIP,,10/16/2024 9:26,PASS,WIP,277703,,,RMA,93016175022-SF1-RMA-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1660,93016175022,0825602-001,19528240,Relay,can not swtich output stage,,,SF2,WIP,,10/16/2024 9:28,FAIL,REVIEW,277703,,,RMA,93016175022-SF2-RMA-FAIL,Oct,2024,Oct-2024,WW54,54,0.975,0,1
1661,93022347251,0731979-002,19543468,,,,,SF1,WIP,,10/16/2024 10:44,PASS,WIP,277703,,,CRG,93022347251-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1662,93024395052,0855143-000,19779574,,,,,SF1,WIP,,10/16/2024 10:58,PASS,WIP,291263,,,CRG,93024395052-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1663,93024395046,0855143-000,19779574,,,,,SF1,WIP,,10/16/2024 10:58,PASS,WIP,291263,,,CRG,93024395046-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1664,93024415004,0855143-000,19839922,,,,,SF1,WIP,,10/16/2024 13:20,PASS,WIP,291263,,,CRG,93024415004-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1665,93024395048,0855143-000,19779574,,,,,SF1,WIP,,10/16/2024 13:56,PASS,WIP,291263,,,CRG,93024395048-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1666,93022327004,0844243-000,19512464,,,,,SF1,WIP,,10/16/2024 14:22,PASS,WIP,277703,,,CRG,93022327004-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1667,93024415001,0855143-000,19839922,,,,,SF1,WIP,,10/16/2024 14:36,PASS,WIP,291263,,,CRG,93024415001-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1668,93024415000,0855143-000,19839922,,,,,SF1,WIP,,10/16/2024 15:18,PASS,WIP,291263,,,CRG,93024415000-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1669,93024395050,0855143-000,19779574,,,,,SF1,WIP,,10/16/2024 15:53,PASS,WIP,291263,,,CRG,93024395050-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1670,93024415002,0855143-000,19839922,,,,,SF1,WIP,,10/16/2024 18:16,PASS,WIP,291263,,,CRG,93024415002-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1671,93024415003,0855143-000,19839922,,,,,SF1,WIP,,10/16/2024 19:09,PASS,WIP,291263,,,CRG,93024415003-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1672,93022465962,0825602-001,19543481,,,,,SF3,WIP,,10/17/2024 7:43,PASS,WIP,277703,,,RMA,93022465962-SF3-RMA-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1673,93024395049,0855143-000,19779574,PLC_CPU,no output,,,SF1,WIP,,10/17/2024 8:04,FAIL,REVIEW,291263,,,CRG,93024395049-SF1-CRG-FAIL,Oct,2024,Oct-2024,WW54,54,0.975,0,1
1674,93022375338,0844243-000,19550648,,,,,SF1,WIP,,10/17/2024 8:43,PASS,WIP,277703,,,RMA,93022375338-SF1-RMA-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1675,93024395049,0855143-000,19779574,,,,,SF1,Fix,,10/17/2024 8:55,PASS,WIP,291263,,,CRG,93024395049-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1676,93024395049,0855143-000,19779574,,,,,SF1,WIP,,10/17/2024 9:05,PASS,WIP,291263,,,CRG,93024395049-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1677,93024265193,0844243-000,19543510,,,,,SF1,WIP,,10/17/2024 9:28,PASS,WIP,277703,,,RMA,93024265193-SF1-RMA-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1678,93022275205,0825602-001,19734703,,,,,DV2,WIP,,10/17/2024 9:41,PASS,WIP,273270,,93022275205,RMA,93022275205-DV2-RMA-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1679,93023485010,0696003-000,19530653,,,,,DV2,WIP,,10/17/2024 9:45,PASS,WIP,273270,,93023485010,RMA,93023485010-DV2-RMA-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1680,93024415073,0731979-002,19850724,,,,,SF1,WIP,,10/17/2024 10:14,PASS,WIP,291263,,,CRG,93024415073-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1681,93024415072,0731979-002,19850724,,,,,SF1,WIP,,10/17/2024 10:14,PASS,WIP,291263,,,CRG,93024415072-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1682,93024415069,0731979-002,19850724,,,,,SF1,WIP,,10/17/2024 10:14,PASS,WIP,291263,,,CRG,93024415069-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1683,93022355516,0844243-000,19663880,,,,,SF1,WIP,,10/17/2024 10:34,PASS,WIP,277703,,,RMA,93022355516-SF1-RMA-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1684,93024415071,0731979-002,19850724,,,,,SF1,WIP,,10/17/2024 11:16,PASS,WIP,277703,,,CRG,93024415071-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1685,93024415070,0731979-002,19850724,,,,,SF1,WIP,,10/17/2024 11:16,PASS,WIP,277703,,,CRG,93024415070-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1686,93024415076,0731979-002,19850724,,,,,SF1,WIP,,10/17/2024 11:17,PASS,WIP,277703,,,CRG,93024415076-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1687,93022206697,0825602-001,19791873,LED,Interlock LED dim,,,DV2,WIP,,10/17/2024 13:40,FAIL,REVIEW,277703,,93022206697,RMA,93022206697-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW54,54,0.975,0,1
1688,93022206697,0825602-001,19791873,LED,Power box LED dim,,,DV2,WIP,,10/17/2024 13:41,FAIL,REVIEW,277703,,93022206697,RMA,93022206697-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW54,54,0.975,0,1
1689,93022206697,0825602-001,19791873,PSU,No Dc output 5v and 12v,,,DV2,WIP,,10/17/2024 13:41,FAIL,REVIEW,277703,,93022206697,RMA,93022206697-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW54,54,0.975,0,1
1690,93024415067,0731979-002,19850724,,,,,SF1,WIP,,10/17/2024 15:04,PASS,WIP,291263,,,CRG,93024415067-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1691,93024415075,0731979-002,19850724,,,,,SF1,WIP,,10/17/2024 15:05,PASS,WIP,291263,,,CRG,93024415075-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1692,93024415074,0731979-002,19850724,,,,,SF1,WIP,,10/17/2024 15:05,PASS,WIP,291263,,,CRG,93024415074-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1693,93011210017,0825602-001,19807113,LED,PowerBox LED dim,,,DV2,WIP,,10/17/2024 15:31,FAIL,REVIEW,273270,,93011210017,RMA,93011210017-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW54,54,0.975,0,1
1694,93011210017,0825602-001,19807113,LED,Interlock - LED dim,,,DV2,WIP,,10/17/2024 15:32,FAIL,REVIEW,273270,,93011210017,RMA,93011210017-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW54,54,0.975,0,1
1695,93011210017,0825602-001,19807113,2LED1,PowerBox    2LED1   not lit,,,DV2,WIP,,10/17/2024 15:32,FAIL,REVIEW,273270,,93011210017,RMA,93011210017-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW54,54,0.975,0,1
1696,93024415068,0731979-002,19850724,,,,,SF1,WIP,,10/17/2024 18:26,PASS,WIP,291263,,,CRG,93024415068-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1697,93024415078,0831827-002,19828692,,,,,SF1,WIP,,10/17/2024 18:26,PASS,WIP,291263,,,CRG,93024415078-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1698,93024415077,0831827-002,19828692,,,,,SF1,WIP,,10/17/2024 18:30,PASS,WIP,291263,,,CRG,93024415077-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1699,93022195219,0844243-000,19791827,LED,PowerBox - LED dim,,,DV2,WIP,,10/18/2024 8:15,FAIL,REVIEW,273270,,93022195219,RMA,93022195219-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW54,54,0.975,0,1
1700,93022195219,0844243-000,19791827,ACS,Cable #W36 is not connected to 2J4,,,DV2,WIP,,10/18/2024 8:17,FAIL,REVIEW,273270,,93022195219,RMA,93022195219-DV2-RMA-FAIL,Oct,2024,Oct-2024,WW54,54,0.975,0,1
1701,93024415097,0985417-000,19850350,,,,,SF1,WIP,,10/18/2024 8:35,PASS,WIP,291263,,,CRG,93024415097-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1702,93024415087,0985417-000,19839924,,,,,SF1,WIP,,10/18/2024 9:04,PASS,WIP,291263,,,CRG,93024415087-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1703,93024415084,0831827-002,19828692,,,,,SF1,WIP,,10/18/2024 9:36,PASS,WIP,291263,,,CRG,93024415084-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1704,93024415085,0831827-002,19828692,,,,,SF1,WIP,,10/18/2024 9:36,PASS,WIP,291263,,,CRG,93024415085-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1705,93024415082,0831827-002,19828692,,,,,SF1,WIP,,10/18/2024 9:36,PASS,WIP,291263,,,CRG,93024415082-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1706,93024415083,0831827-002,19828692,,,,,SF1,WIP,,10/18/2024 9:37,PASS,WIP,291263,,,CRG,93024415083-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1707,93024415080,0831827-002,19828692,,,,,SF1,WIP,,10/18/2024 11:09,PASS,WIP,291263,,,CRG,93024415080-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
1708,93024415079,0831827-002,19828692,,,,,SF1,WIP,,10/18/2024 11:09,PASS,WIP,291263,,,CRG,93024415079-SF1-CRG-PASS,Oct,2024,Oct-2024,WW54,54,0.975,1,0
